,Name,Total Pop,White Pop,Black Pop,Household Type,Computer,State,County,Tract,Block Group
2632,"Block Group 2, Census Tract 307.01, Roanoke County, Virginia",1670,0,1645,679,1512,51,161,030701,2
2633,"Block Group 4, Census Tract 307.01, Roanoke County, Virginia",680,0,680,253,622,51,161,030701,4
2634,"Block Group 1, Census Tract 307.01, Roanoke County, Virginia",1363,0,1321,477,1333,51,161,030701,1
2635,"Block Group 3, Census Tract 8504, Prince George County, Virginia",1303,189,1079,516,1197,51,149,850400,3
2636,"Block Group 1, Census Tract 103, Rockingham County, Virginia",2974,210,2619,1184,2857,51,165,010300,1
2637,"Block Group 1, Census Tract 105, Rockingham County, Virginia",1054,0,1048,453,923,51,165,010500,1
2638,"Block Group 2, Census Tract 105, Rockingham County, Virginia",1510,229,974,539,1243,51,165,010500,2
2639,"Block Group 2, Census Tract 8401, Dinwiddie County, Virginia",1276,602,618,410,1084,51,053,840100,2
2640,"Block Group 3, Census Tract 8401, Dinwiddie County, Virginia",1019,259,757,442,736,51,053,840100,3
2641,"Block Group 4, Census Tract 401, Botetourt County, Virginia",548,0,548,292,474,51,023,040100,4
2642,"Block Group 1, Census Tract 108, Rockingham County, Virginia",1476,0,1420,629,1316,51,165,010800,1
2643,"Block Group 1, Census Tract 213, Montgomery County, Virginia",2488,79,2367,944,2378,51,121,021300,1
2644,"Block Group 6, Census Tract 203, Montgomery County, Virginia",1001,133,677,287,1001,51,121,020300,6
2645,"Block Group 1, Census Tract 203, Montgomery County, Virginia",1060,0,850,461,914,51,121,020300,1
2646,"Block Group 4, Census Tract 203, Montgomery County, Virginia",800,63,290,277,800,51,121,020300,4
2647,"Block Group 1, Census Tract 210, Montgomery County, Virginia",2344,238,1650,966,2215,51,121,021000,1
2648,"Block Group 2, Census Tract 210, Montgomery County, Virginia",1584,50,1518,567,1446,51,121,021000,2
2649,"Block Group 2, Census Tract 208, Montgomery County, Virginia",2283,42,1899,921,2129,51,121,020800,2
2650,"Block Group 1, Census Tract 3, Lynchburg city, Virginia",2188,114,1997,892,2095,51,680,000300,1
2651,"Block Group 2, Census Tract 3, Lynchburg city, Virginia",1836,953,791,756,1358,51,680,000300,2
2652,"Block Group 1, Census Tract 3, Staunton city, Virginia",938,228,686,385,865,51,790,000300,1
2653,"Block Group 1, Census Tract 4, Staunton city, Virginia",1942,159,1783,831,1876,51,790,000400,1
2654,"Block Group 2, Census Tract 4, Staunton city, Virginia",1581,24,1474,784,1518,51,790,000400,2
2655,"Block Group 5, Census Tract 4, Staunton city, Virginia",1432,192,1218,622,979,51,790,000400,5
2656,"Block Group 4, Census Tract 4, Staunton city, Virginia",1400,121,1279,572,1334,51,790,000400,4
2657,"Block Group 3, Census Tract 4, Staunton city, Virginia",824,0,824,394,795,51,790,000400,3
2658,"Block Group 1, Census Tract 203, Fluvanna County, Virginia",2517,215,2171,931,2486,51,065,020300,1
2659,"Block Group 3, Census Tract 203, Fluvanna County, Virginia",958,0,869,367,811,51,065,020300,3
2660,"Block Group 2, Census Tract 203, Fluvanna County, Virginia",1797,282,1500,793,1582,51,065,020300,2
2661,"Block Group 3, Census Tract 202, Fluvanna County, Virginia",1221,562,658,551,1033,51,065,020200,3
2662,"Block Group 1, Census Tract 202, Fluvanna County, Virginia",2139,388,1719,778,2139,51,065,020200,1
2663,"Block Group 4, Census Tract 202, Fluvanna County, Virginia",721,33,623,248,597,51,065,020200,4
2664,"Block Group 3, Census Tract 102, Radford city, Virginia",1116,17,1041,416,905,51,750,010200,3
2665,"Block Group 1, Census Tract 102, Radford city, Virginia",1125,99,1026,499,957,51,750,010200,1
2666,"Block Group 4, Census Tract 102, Radford city, Virginia",2399,239,1993,909,2225,51,750,010200,4
2667,"Block Group 5, Census Tract 102, Radford city, Virginia",1702,11,1676,914,1518,51,750,010200,5
2668,"Block Group 1, Census Tract 652, Suffolk city, Virginia",954,230,594,444,890,51,800,065200,1
2669,"Block Group 2, Census Tract 652, Suffolk city, Virginia",957,220,728,442,875,51,800,065200,2
2670,"Block Group 2, Census Tract 651, Suffolk city, Virginia",1543,1392,107,596,1387,51,800,065100,2
2671,"Block Group 1, Census Tract 651, Suffolk city, Virginia",547,345,148,247,433,51,800,065100,1
2672,"Block Group 2, Census Tract 654, Suffolk city, Virginia",946,894,52,399,848,51,800,065400,2
2673,"Block Group 1, Census Tract 654, Suffolk city, Virginia",1405,1116,227,560,1263,51,800,065400,1
2674,"Block Group 3, Census Tract 59.01, Norfolk city, Virginia",1799,1616,153,630,1610,51,710,005901,3
2675,"Block Group 2, Census Tract 62, Norfolk city, Virginia",2164,891,1027,796,1971,51,710,006200,2
2676,"Block Group 1, Census Tract 4, Norfolk city, Virginia",1119,160,889,624,1086,51,710,000400,1
2677,"Block Group 3, Census Tract 4, Norfolk city, Virginia",1553,374,916,765,1529,51,710,000400,3
2678,"Block Group 1, Census Tract 8, Norfolk city, Virginia",1025,194,738,437,980,51,710,000800,1
2679,"Block Group 2, Census Tract 24, Norfolk city, Virginia",806,0,767,309,799,51,710,002400,2
2680,"Block Group 1, Census Tract 45, Norfolk city, Virginia",1591,1449,24,564,1463,51,710,004500,1
2681,"Block Group 3, Census Tract 55, Norfolk city, Virginia",1159,300,730,358,1105,51,710,005500,3
2682,"Block Group 1, Census Tract 55, Norfolk city, Virginia",984,84,639,353,917,51,710,005500,1
2683,"Block Group 1, Census Tract 4328, Fairfax County, Virginia",2239,412,1163,734,2239,51,059,432800,1
2684,"Block Group 3, Census Tract 4524, Fairfax County, Virginia",1255,0,703,304,1255,51,059,452400,3
2685,"Block Group 4, Census Tract 4524, Fairfax County, Virginia",1906,43,1282,541,1640,51,059,452400,4
2686,"Block Group 2, Census Tract 4524, Fairfax County, Virginia",1059,64,405,319,1059,51,059,452400,2
2687,"Block Group 1, Census Tract 4526, Fairfax County, Virginia",4212,640,2407,1295,4176,51,059,452600,1
2688,"Block Group 2, Census Tract 4526, Fairfax County, Virginia",2828,1179,642,1046,2828,51,059,452600,2
2689,"Block Group 1, Census Tract 4601, Fairfax County, Virginia",1346,12,1082,407,1346,51,059,460100,1
2690,"Block Group 2, Census Tract 4601, Fairfax County, Virginia",1824,2,1423,603,1810,51,059,460100,2
2691,"Block Group 3, Census Tract 4615, Fairfax County, Virginia",1719,367,775,524,1719,51,059,461500,3
2692,"Block Group 2, Census Tract 4615, Fairfax County, Virginia",792,17,662,277,792,51,059,461500,2
2693,"Block Group 1, Census Tract 4703, Fairfax County, Virginia",2491,67,2122,805,2486,51,059,470300,1
2694,"Block Group 1, Census Tract 4704, Fairfax County, Virginia",1218,50,1120,453,1180,51,059,470400,1
2695,"Block Group 1, Census Tract 4323, Fairfax County, Virginia",2403,157,1851,776,2388,51,059,432300,1
2696,"Block Group 2, Census Tract 4323, Fairfax County, Virginia",846,0,833,287,846,51,059,432300,2
2697,"Block Group 1, Census Tract 4403, Fairfax County, Virginia",1267,114,930,462,1249,51,059,440300,1
2698,"Block Group 2, Census Tract 4403, Fairfax County, Virginia",1491,41,1139,466,1485,51,059,440300,2
2699,"Block Group 1, Census Tract 4207, Fairfax County, Virginia",2681,160,1906,682,2667,51,059,420700,1
2700,"Block Group 2, Census Tract 4513, Fairfax County, Virginia",1133,23,860,502,1099,51,059,451300,2
2701,"Block Group 1, Census Tract 8, Charlottesville city, Virginia",1025,54,838,399,993,51,540,000800,1
2702,"Block Group 2, Census Tract 203, Bristol city, Virginia",1905,28,1714,763,1622,51,520,020300,2
2703,"Block Group 4, Census Tract 601, Covington city, Virginia",612,89,458,254,580,51,580,060100,4
2704,"Block Group 1, Census Tract 601, Covington city, Virginia",831,227,522,343,746,51,580,060100,1
2705,"Block Group 3, Census Tract 601, Covington city, Virginia",345,86,259,149,315,51,580,060100,3
2706,"Block Group 1, Census Tract 1013, Arlington County, Virginia",1178,45,1021,376,1128,51,013,101300,1
2707,"Block Group 1, Census Tract 408.02, Virginia Beach city, Virginia",436,14,333,174,406,51,810,040802,1
2708,"Block Group 4, Census Tract 408.02, Virginia Beach city, Virginia",605,152,356,223,577,51,810,040802,4
2709,"Block Group 1, Census Tract 416, Virginia Beach city, Virginia",1144,0,1073,457,1069,51,810,041600,1
2710,"Block Group 3, Census Tract 416, Virginia Beach city, Virginia",1021,74,801,469,921,51,810,041600,3
2711,"Block Group 2, Census Tract 416, Virginia Beach city, Virginia",721,21,575,209,690,51,810,041600,2
2712,"Block Group 1, Census Tract 420, Virginia Beach city, Virginia",1325,12,1263,484,1289,51,810,042000,1
2713,"Block Group 3, Census Tract 420, Virginia Beach city, Virginia",963,0,950,348,963,51,810,042000,3
2714,"Block Group 4, Census Tract 1032, Arlington County, Virginia",1697,72,1062,853,1675,51,013,103200,4
2715,"Block Group 1, Census Tract 1032, Arlington County, Virginia",1478,90,491,548,1461,51,013,103200,1
2716,"Block Group 3, Census Tract 1032, Arlington County, Virginia",928,20,830,504,928,51,013,103200,3
2717,"Block Group 1, Census Tract 1001, Arlington County, Virginia",1209,22,1021,419,1187,51,013,100100,1
2718,"Block Group 3, Census Tract 51, Norfolk city, Virginia",1959,1959,0,617,1779,51,710,005100,3
2719,"Block Group 2, Census Tract 51, Norfolk city, Virginia",1620,1162,218,587,1581,51,710,005100,2
2720,"Block Group 4, Census Tract 29, Roanoke city, Virginia",1757,131,1599,818,1600,51,770,002900,4
2721,"Block Group 1, Census Tract 31, Roanoke city, Virginia",772,0,662,329,730,51,770,003100,1
2722,"Block Group 2, Census Tract 31, Roanoke city, Virginia",1039,295,673,472,1005,51,770,003100,2
2723,"Block Group 3, Census Tract 31, Roanoke city, Virginia",1237,44,1094,513,1160,51,770,003100,3
2724,"Block Group 4, Census Tract 31, Roanoke city, Virginia",670,96,568,338,662,51,770,003100,4
2725,"Block Group 2, Census Tract 25, Roanoke city, Virginia",1595,1289,179,633,1158,51,770,002500,2
2726,"Block Group 3, Census Tract 25, Roanoke city, Virginia",591,591,0,278,483,51,770,002500,3
2727,"Block Group 4, Census Tract 25, Roanoke city, Virginia",1001,929,38,447,523,51,770,002500,4
2728,"Block Group 1, Census Tract 25, Roanoke city, Virginia",2797,1672,401,832,2259,51,770,002500,1
2729,"Block Group 2, Census Tract 30, Roanoke city, Virginia",1097,45,797,578,1045,51,770,003000,2
2730,"Block Group 3, Census Tract 30, Roanoke city, Virginia",1295,322,958,824,1062,51,770,003000,3
2731,"Block Group 1, Census Tract 30, Roanoke city, Virginia",1152,13,1016,601,1012,51,770,003000,1
2732,"Block Group 2, Census Tract 28, Roanoke city, Virginia",1585,54,1366,512,1532,51,770,002800,2
2733,"Block Group 1, Census Tract 9304, Halifax County, Virginia",1335,116,1111,498,1014,51,083,930400,1
2734,"Block Group 2, Census Tract 9304, Halifax County, Virginia",1153,255,898,445,912,51,083,930400,2
2735,"Block Group 3, Census Tract 9304, Halifax County, Virginia",992,137,791,389,496,51,083,930400,3
2736,"Block Group 1, Census Tract 4612.02, Fairfax County, Virginia",1471,31,725,603,1471,51,059,461202,1
2737,"Block Group 3, Census Tract 4612.02, Fairfax County, Virginia",1689,431,417,596,1689,51,059,461202,3
2738,"Block Group 4, Census Tract 6118.02, Loudoun County, Virginia",4236,255,1771,1291,4236,51,107,611802,4
2739,"Block Group 1, Census Tract 6118.02, Loudoun County, Virginia",2237,138,1039,722,2237,51,107,611802,1
2740,"Block Group 1, Census Tract 6110.23, Loudoun County, Virginia",2342,78,1540,695,2342,51,107,611023,1
2741,"Block Group 2, Census Tract 6110.23, Loudoun County, Virginia",1885,63,1563,501,1885,51,107,611023,2
2742,"Block Group 3, Census Tract 6110.23, Loudoun County, Virginia",1519,228,979,585,1519,51,107,611023,3
2743,"Block Group 3, Census Tract 302.01, Roanoke County, Virginia",2574,451,1957,949,2475,51,161,030201,3
2744,"Block Group 2, Census Tract 8801.01, Greensville County, Virginia",1361,756,605,609,1284,51,081,880101,2
2745,"Block Group 3, Census Tract 8801.01, Greensville County, Virginia",729,640,89,380,593,51,081,880101,3
2746,"Block Group 1, Census Tract 8801.02, Greensville County, Virginia",3123,2010,871,0,0,51,081,880102,1
2747,"Block Group 4, Census Tract 9011, Prince William County, Virginia",1288,185,868,136,374,51,153,901100,4
2748,"Block Group 5, Census Tract 9011, Prince William County, Virginia",542,155,276,273,504,51,153,901100,5
2749,"Block Group 5, Census Tract 9017.01, Prince William County, Virginia",734,158,300,254,734,51,153,901701,5
2750,"Block Group 3, Census Tract 9004.03, Prince William County, Virginia",1154,375,415,460,1130,51,153,900403,3
2751,"Block Group 1, Census Tract 1005.09, Chesterfield County, Virginia",3035,854,1821,1172,2910,51,041,100509,1
2752,"Block Group 2, Census Tract 1005.09, Chesterfield County, Virginia",3722,1446,2106,1204,3683,51,041,100509,2
2753,"Block Group 2, Census Tract 1008.22, Chesterfield County, Virginia",2759,481,2032,961,2759,51,041,100822,2
2754,"Block Group 3, Census Tract 1008.22, Chesterfield County, Virginia",1845,485,1344,798,1828,51,041,100822,3
2755,"Block Group 2, Census Tract 1008.21, Chesterfield County, Virginia",1967,200,1653,612,1498,51,041,100821,2
2756,"Block Group 1, Census Tract 454.28, Virginia Beach city, Virginia",1436,112,1146,704,1291,51,810,045428,1
2757,"Block Group 1, Census Tract 454.21, Virginia Beach city, Virginia",1391,36,1089,383,1370,51,810,045421,1
2758,"Block Group 1, Census Tract 460.15, Virginia Beach city, Virginia",1753,420,820,501,1622,51,810,046015,1
2759,"Block Group 3, Census Tract 460.15, Virginia Beach city, Virginia",1422,249,779,528,1331,51,810,046015,3
2760,"Block Group 4, Census Tract 460.15, Virginia Beach city, Virginia",786,200,471,224,758,51,810,046015,4
2761,"Block Group 3, Census Tract 101.05, Stafford County, Virginia",1980,311,1194,567,1980,51,179,010105,3
2762,"Block Group 3, Census Tract 1028.01, Arlington County, Virginia",1357,37,759,443,1322,51,013,102801,3
2763,"Block Group 6, Census Tract 1028.01, Arlington County, Virginia",824,32,546,272,753,51,013,102801,6
2764,"Block Group 5, Census Tract 1028.01, Arlington County, Virginia",1807,352,858,700,1807,51,013,102801,5
2765,"Block Group 2, Census Tract 1028.02, Arlington County, Virginia",723,27,630,231,650,51,013,102802,2
2766,"Block Group 1, Census Tract 4817.01, Fairfax County, Virginia",2045,43,1533,619,2027,51,059,481701,1
2767,"Block Group 2, Census Tract 4817.01, Fairfax County, Virginia",2549,104,1863,741,2509,51,059,481701,2
2768,"Block Group 3, Census Tract 4817.01, Fairfax County, Virginia",1748,0,1497,578,1727,51,059,481701,3
2769,"Block Group 2, Census Tract 4817.02, Fairfax County, Virginia",2036,82,1229,783,2026,51,059,481702,2
2770,"Block Group 1, Census Tract 9013.03, Prince William County, Virginia",3283,248,2625,992,3283,51,153,901303,1
2771,"Block Group 1, Census Tract 9012.35, Prince William County, Virginia",1753,307,1117,554,1753,51,153,901235,1
2772,"Block Group 1, Census Tract 9012.37, Prince William County, Virginia",1406,215,914,552,1406,51,153,901237,1
2773,"Block Group 3, Census Tract 9301, Northampton County, Virginia",1125,412,619,436,1029,51,131,930100,3
2774,"Block Group 1, Census Tract 9301, Northampton County, Virginia",669,212,419,341,609,51,131,930100,1
2775,"Block Group 3, Census Tract 208.07, Chesapeake city, Virginia",2597,831,1370,948,2510,51,550,020807,3
2776,"Block Group 4, Census Tract 208.07, Chesapeake city, Virginia",1497,249,1065,599,1475,51,550,020807,4
2777,"Block Group 2, Census Tract 9301, Northampton County, Virginia",1349,630,590,440,1021,51,131,930100,2
2778,"Block Group 4, Census Tract 9301, Northampton County, Virginia",1000,401,587,528,859,51,131,930100,4
2779,"Block Group 2, Census Tract 9302, Northampton County, Virginia",715,261,401,319,641,51,131,930200,2
2780,"Block Group 4, Census Tract 9302, Northampton County, Virginia",966,426,482,399,839,51,131,930200,4
2781,"Block Group 1, Census Tract 9302, Northampton County, Virginia",664,211,453,346,618,51,131,930200,1
2782,"Block Group 3, Census Tract 9302, Northampton County, Virginia",1097,261,811,405,892,51,131,930200,3
2783,"Block Group 0, Census Tract 9901, Northampton County, Virginia",0,0,0,0,0,51,131,990100,0
2784,"Block Group 1, Census Tract 9201, Bath County, Virginia",568,0,543,228,526,51,017,920100,1
2785,"Block Group 3, Census Tract 9201, Bath County, Virginia",660,29,616,338,552,51,017,920100,3
2786,"Block Group 3, Census Tract 121, Hampton city, Virginia",2155,249,1755,731,1790,51,650,012100,3
2787,"Block Group 4, Census Tract 121, Hampton city, Virginia",557,128,405,296,543,51,650,012100,4
2788,"Block Group 1, Census Tract 121, Hampton city, Virginia",656,23,561,327,656,51,650,012100,1
2789,"Block Group 0, Census Tract 9901, Hampton city, Virginia",0,0,0,0,0,51,650,990100,0
2790,"Block Group 1, Census Tract 103.14, Hampton city, Virginia",525,425,81,180,513,51,650,010314,1
2791,"Block Group 2, Census Tract 103.13, Hampton city, Virginia",1728,1473,212,923,1681,51,650,010313,2
2792,"Block Group 3, Census Tract 103.13, Hampton city, Virginia",2814,1169,1195,1360,2622,51,650,010313,3
2793,"Block Group 4, Census Tract 103.13, Hampton city, Virginia",2085,1248,593,1026,1809,51,650,010313,4
2794,"Block Group 1, Census Tract 103.11, Hampton city, Virginia",2214,1204,886,881,2157,51,650,010311,1
2795,"Block Group 3, Census Tract 103.12, Hampton city, Virginia",917,24,755,383,848,51,650,010312,3
2796,"Block Group 2, Census Tract 103.12, Hampton city, Virginia",648,152,459,306,546,51,650,010312,2
2797,"Block Group 2, Census Tract 805, Carroll County, Virginia",1193,0,1158,487,970,51,035,080500,2
2798,"Block Group 1, Census Tract 805, Carroll County, Virginia",1731,0,1681,646,1517,51,035,080500,1
2799,"Block Group 3, Census Tract 801, Carroll County, Virginia",722,0,711,293,632,51,035,080100,3
2800,"Block Group 1, Census Tract 6110.18, Loudoun County, Virginia",1908,569,916,597,1882,51,107,611018,1
2801,"Block Group 3, Census Tract 101.02, Radford city, Virginia",1746,227,1475,722,1727,51,750,010102,3
2802,"Block Group 1, Census Tract 101.02, Radford city, Virginia",2745,804,1605,0,0,51,750,010102,1
2803,"Block Group 6, Census Tract 1007, Arlington County, Virginia",885,22,429,317,449,51,013,100700,6
2804,"Block Group 3, Census Tract 1038, Arlington County, Virginia",905,195,581,513,905,51,013,103800,3
2805,"Block Group 2, Census Tract 1030, Arlington County, Virginia",896,0,733,417,886,51,013,103000,2
2806,"Block Group 3, Census Tract 1030, Arlington County, Virginia",1387,24,1305,707,1322,51,013,103000,3
2807,"Block Group 3, Census Tract 9015.06, Prince William County, Virginia",2693,438,1510,760,2693,51,153,901506,3
2808,"Block Group 4, Census Tract 2.01, Winchester city, Virginia",1095,131,833,597,985,51,840,000201,4
2809,"Block Group 1, Census Tract 3.01, Winchester city, Virginia",605,223,371,327,518,51,840,000301,1
2810,"Block Group 3, Census Tract 3.01, Winchester city, Virginia",552,101,402,210,467,51,840,000301,3
2811,"Block Group 4, Census Tract 3.01, Winchester city, Virginia",945,112,793,392,726,51,840,000301,4
2812,"Block Group 4, Census Tract 1, Winchester city, Virginia",1200,67,1018,444,1105,51,840,000100,4
2813,"Block Group 7, Census Tract 1, Winchester city, Virginia",1098,193,791,455,1011,51,840,000100,7
2814,"Block Group 3, Census Tract 1, Winchester city, Virginia",592,11,329,119,546,51,840,000100,3
2815,"Block Group 5, Census Tract 1, Winchester city, Virginia",1546,12,1534,451,1402,51,840,000100,5
2816,"Block Group 5, Census Tract 2.02, Winchester city, Virginia",2465,25,2021,1185,2344,51,840,000202,5
2817,"Block Group 1, Census Tract 2.02, Winchester city, Virginia",639,16,613,350,611,51,840,000202,1
2818,"Block Group 3, Census Tract 2.02, Winchester city, Virginia",538,0,538,263,527,51,840,000202,3
2819,"Block Group 4, Census Tract 2.02, Winchester city, Virginia",1724,103,1507,550,1724,51,840,000202,4
2820,"Block Group 1, Census Tract 321.14, Newport News city, Virginia",1676,431,1000,684,1662,51,700,032114,1
2821,"Block Group 2, Census Tract 322.11, Newport News city, Virginia",1799,201,1348,586,1748,51,700,032211,2
2822,"Block Group 3, Census Tract 322.11, Newport News city, Virginia",2739,854,841,666,2555,51,700,032211,3
2823,"Block Group 3, Census Tract 9501, Nelson County, Virginia",727,186,510,355,588,51,125,950100,3
2824,"Block Group 2, Census Tract 9501, Nelson County, Virginia",1372,91,1281,557,1249,51,125,950100,2
2825,"Block Group 2, Census Tract 9503, Nelson County, Virginia",695,8,687,238,649,51,125,950300,2
2826,"Block Group 1, Census Tract 9503, Nelson County, Virginia",1384,283,1101,672,1205,51,125,950300,1
2827,"Block Group 1, Census Tract 9508, Essex County, Virginia",1106,179,564,335,1024,51,057,950800,1
2828,"Block Group 3, Census Tract 9508, Essex County, Virginia",1405,444,927,563,1269,51,057,950800,3
2829,"Block Group 1, Census Tract 9506, Essex County, Virginia",916,528,319,414,713,51,057,950600,1
2830,"Block Group 2, Census Tract 9506, Essex County, Virginia",1381,707,674,542,1131,51,057,950600,2
2831,"Block Group 3, Census Tract 9507, Essex County, Virginia",1065,471,566,435,916,51,057,950700,3
2832,"Block Group 2, Census Tract 601, Covington city, Virginia",1178,195,954,525,970,51,580,060100,2
2833,"Block Group 2, Census Tract 602, Covington city, Virginia",1351,13,1325,627,1205,51,580,060200,2
2834,"Block Group 3, Census Tract 602, Covington city, Virginia",792,64,689,288,744,51,580,060200,3
2835,"Block Group 1, Census Tract 602, Covington city, Virginia",489,58,389,198,355,51,580,060200,1
2836,"Block Group 3, Census Tract 2117, Portsmouth city, Virginia",700,689,11,342,631,51,740,211700,3
2837,"Block Group 1, Census Tract 2117, Portsmouth city, Virginia",1093,1015,24,389,919,51,740,211700,1
2838,"Block Group 2, Census Tract 2117, Portsmouth city, Virginia",775,535,221,342,721,51,740,211700,2
2839,"Block Group 3, Census Tract 2118, Portsmouth city, Virginia",1191,1074,35,324,1167,51,740,211800,3
2840,"Block Group 1, Census Tract 103, Amherst County, Virginia",2209,65,2016,864,2012,51,009,010300,1
2841,"Block Group 2, Census Tract 103, Amherst County, Virginia",1018,120,898,418,907,51,009,010300,2
2842,"Block Group 1, Census Tract 104.01, Amherst County, Virginia",1883,408,1440,690,1787,51,009,010401,1
2843,"Block Group 1, Census Tract 104.02, Amherst County, Virginia",2268,515,1539,832,2163,51,009,010402,1
2844,"Block Group 2, Census Tract 104.02, Amherst County, Virginia",1131,226,895,430,983,51,009,010402,2
2845,"Block Group 3, Census Tract 101, Amherst County, Virginia",606,25,575,273,508,51,009,010100,3
2846,"Block Group 2, Census Tract 101, Amherst County, Virginia",992,174,818,346,863,51,009,010100,2
2847,"Block Group 1, Census Tract 1030, Arlington County, Virginia",1163,11,1038,589,1163,51,013,103000,1
2848,"Block Group 5, Census Tract 1003, Arlington County, Virginia",1481,111,1102,292,985,51,013,100300,5
2849,"Block Group 2, Census Tract 1003, Arlington County, Virginia",1621,0,1578,598,1590,51,013,100300,2
2850,"Block Group 4, Census Tract 1003, Arlington County, Virginia",423,0,423,217,414,51,013,100300,4
2851,"Block Group 2, Census Tract 2.02, Charlottesville city, Virginia",1988,235,1614,579,1756,51,540,000202,2
2852,"Block Group 1, Census Tract 2.02, Charlottesville city, Virginia",1615,879,523,557,1569,51,540,000202,1
2853,"Block Group 2, Census Tract 4.02, Charlottesville city, Virginia",1391,0,1377,681,1224,51,540,000402,2
2854,"Block Group 3, Census Tract 4.02, Charlottesville city, Virginia",1617,564,1032,801,1417,51,540,000402,3
2855,"Block Group 1, Census Tract 3.02, Charlottesville city, Virginia",1769,187,1510,905,1725,51,540,000302,1
2856,"Block Group 1, Census Tract 4.01, Charlottesville city, Virginia",2143,852,1136,898,1806,51,540,000401,1
2857,"Block Group 2, Census Tract 4.01, Charlottesville city, Virginia",2262,950,1192,665,2138,51,540,000401,2
2858,"Block Group 1, Census Tract 9, Charlottesville city, Virginia",1458,105,1274,683,1423,51,540,000900,1
2859,"Block Group 2, Census Tract 6, Charlottesville city, Virginia",1636,216,993,519,1398,51,540,000600,2
2860,"Block Group 2, Census Tract 8, Charlottesville city, Virginia",557,0,557,298,515,51,540,000800,2
2861,"Block Group 2, Census Tract 2014.01, Henrico County, Virginia",1008,970,0,422,892,51,087,201401,2
2862,"Block Group 2, Census Tract 2014.04, Henrico County, Virginia",2556,126,2420,979,2434,51,087,201404,2
2863,"Block Group 1, Census Tract 2009.03, Henrico County, Virginia",2333,1351,401,709,2288,51,087,200903,1
2864,"Block Group 3, Census Tract 2009.03, Henrico County, Virginia",2378,451,1775,1080,2309,51,087,200903,3
2865,"Block Group 2, Census Tract 2015.01, Henrico County, Virginia",4507,3783,594,1563,4429,51,087,201501,2
2866,"Block Group 5, Census Tract 2015.01, Henrico County, Virginia",714,311,317,402,464,51,087,201501,5
2867,"Block Group 3, Census Tract 2015.01, Henrico County, Virginia",1346,876,470,586,1276,51,087,201501,3
2868,"Block Group 2, Census Tract 2001.16, Henrico County, Virginia",621,14,545,411,466,51,087,200116,2
2869,"Block Group 4, Census Tract 5001.01, Powhatan County, Virginia",1089,0,1089,450,965,51,145,500101,4
2870,"Block Group 1, Census Tract 9006, Prince William County, Virginia",1712,685,898,560,1712,51,153,900600,1
2871,"Block Group 4, Census Tract 9006, Prince William County, Virginia",2013,84,1272,590,1966,51,153,900600,4
2872,"Block Group 2, Census Tract 9006, Prince William County, Virginia",1629,120,993,359,1629,51,153,900600,2
2873,"Block Group 3, Census Tract 9004.04, Prince William County, Virginia",1604,304,740,377,1573,51,153,900404,3
2874,"Block Group 1, Census Tract 9004.04, Prince William County, Virginia",2118,332,1136,637,2097,51,153,900404,1
2875,"Block Group 2, Census Tract 9012.22, Prince William County, Virginia",1095,149,777,342,1048,51,153,901222,2
2876,"Block Group 1, Census Tract 9012.22, Prince William County, Virginia",1640,398,1012,494,1633,51,153,901222,1
2877,"Block Group 2, Census Tract 4214, Fairfax County, Virginia",1133,221,486,476,1115,51,059,421400,2
2878,"Block Group 1, Census Tract 4218, Fairfax County, Virginia",2006,806,582,766,1949,51,059,421800,1
2879,"Block Group 2, Census Tract 4218, Fairfax County, Virginia",3610,1444,1640,1000,3502,51,059,421800,2
2880,"Block Group 1, Census Tract 4305, Fairfax County, Virginia",1749,132,1141,554,1705,51,059,430500,1
2881,"Block Group 2, Census Tract 4319, Fairfax County, Virginia",1483,38,1180,463,1483,51,059,431900,2
2882,"Block Group 1, Census Tract 4319, Fairfax County, Virginia",1646,52,1240,555,1635,51,059,431900,1
2883,"Block Group 1, Census Tract 4325, Fairfax County, Virginia",1500,13,1290,504,1470,51,059,432500,1
2884,"Block Group 3, Census Tract 4325, Fairfax County, Virginia",2113,257,1636,627,2113,51,059,432500,3
2885,"Block Group 2, Census Tract 4527, Fairfax County, Virginia",2724,361,860,941,2471,51,059,452700,2
2886,"Block Group 2, Census Tract 4608, Fairfax County, Virginia",2053,0,1681,758,2044,51,059,460800,2
2887,"Block Group 1, Census Tract 4608, Fairfax County, Virginia",1236,0,947,340,1236,51,059,460800,1
2888,"Block Group 1, Census Tract 4158, Fairfax County, Virginia",1395,33,1294,486,1386,51,059,415800,1
2889,"Block Group 3, Census Tract 4158, Fairfax County, Virginia",1637,22,1505,540,1602,51,059,415800,3
2890,"Block Group 2, Census Tract 4314, Fairfax County, Virginia",1591,91,1051,459,1583,51,059,431400,2
2891,"Block Group 3, Census Tract 4314, Fairfax County, Virginia",2120,225,1163,607,2110,51,059,431400,3
2892,"Block Group 2, Census Tract 901, Franklin city, Virginia",1831,704,1065,808,1780,51,620,090100,2
2893,"Block Group 3, Census Tract 902, Franklin city, Virginia",1541,1495,18,518,1247,51,620,090200,3
2894,"Block Group 1, Census Tract 902, Franklin city, Virginia",729,492,237,310,592,51,620,090200,1
2895,"Block Group 4, Census Tract 2002.02, Henrico County, Virginia",962,0,935,420,950,51,087,200202,4
